product,type,inches,ram,os,weight,price,screen,screenw,screenh,touchscreen,ipspanel,retina,cpu_brand,cpu_freq,cpu_model,primary_storage,secondary_storage,primary_storage_type,secondary_storage_type,gpu_brand,gpu_model,total_storage_gb,storage_type,cpu_generation,price_segment
ThinkPad X270,Ultrabook,12.5,8,Windows 10,1.36,1760,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Aspire F5-573G-510L,Notebook,15.6,12,Windows 10,2.4,1009,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce GTX 950M,0,Mixed,7th Gen,High
Portege X20W-D-10V,Ultrabook,12.5,8,Windows 10,1.1,1790,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
ProBook 450,Notebook,15.6,8,Windows 10,2.04,847,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 930MX,0,HDD,7th Gen,Mid
Inspiron 3567,Notebook,15.6,4,Linux,2.25,466,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,0,HDD,6th Gen,Low
Latitude 5580,Notebook,15.6,4,Windows 10,1.9,825,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
ProBook 450,Notebook,15.6,4,Windows 10,2.04,685,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
Alienware 17,Gaming,17.3,32,Windows 10,4.42,3149,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
IdeaPad 310-15IKB,Notebook,15.6,6,Windows 10,2.4,695,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX,0,SSD,7th Gen,Mid
XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,1899,Quad HD+,3200,1800,Yes,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615,0,SSD,Unknown,Premium
Latitude E7470,Ultrabook,14,8,Windows 10,1.5,1963,Standard,2560,1440,Yes,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Alienware 17,Gaming,17.3,32,Windows 10,4.42,2800,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,6th Gen,Premium
Tecra A40-C-1DF,Notebook,14,8,Windows 10,1.95,1180,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Rog Strix,Gaming,17.3,16,Windows 10,2.73,2050,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,Premium
Probook 450,Notebook,15.6,8,Windows 10,2.04,979,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 930MX,0,Mixed,7th Gen,Mid
ThinkPad T460,Notebook,14,4,Windows 7,1.7,1002,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,508,0,Hybrid,No,Intel,HD Graphics 520,0,Unknown,6th Gen,High
Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,16,Windows 10,2.3,1799,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.7,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GTX 950M,0,Mixed,7th Gen,Premium
15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,6,Windows 10,2.04,579,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
Rog GL753VE-DS74,Gaming,17.3,16,Windows 10,2.99,1749,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,0,Mixed,7th Gen,Premium
Inspiron 7579,2 in 1 Convertible,15.6,12,Windows 10,2.19,1299,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Portege Z30-C-1CV,Notebook,13.3,4,Windows 7,1.2,1195,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
IdeaPad 320-15ABR,Notebook,15.6,6,Windows 10,2.2,549,Full HD,1920,1080,No,No,No,AMD,3.6,A12-Series 9720P,256,0,SSD,No,AMD,Radeon 530,0,SSD,9th Gen,Low
LifeBook A556,Notebook,15.6,4,Windows 10,2.3,649,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
Tecra A40-C-1KF,Notebook,14,4,Windows 10,1.75,915,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,599,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430,0,HDD,7th Gen,Low
Probook 450,Notebook,15.6,8,Windows 10,2.04,806,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1189,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,7th Gen,High
Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,749,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445,0,HDD,7th Gen,Mid
Latitude 5480,Notebook,14,8,Windows 10,1.6,1119,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620 ,0,SSD,7th Gen,High
EliteBook Folio,Netbook,12.5,8,Windows 10,0.97,1908,Full HD,1920,1080,No,No,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,0,SSD,Unknown,Premium
15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,4,Windows 10,2.1,499,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,1024,SSD,HDD,AMD,Radeon 520,0,Mixed,6th Gen,Low
V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,4,No OS,1.9,271,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500,0,SSD,3th Gen,Low
ThinkPad T560,Notebook,15.6,8,Windows 10,2.3,1349,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Inspiron 5378,2 in 1 Convertible,13.3,8,Windows 10,1.68,889,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
ZenBook UX310UA-FB485T,Notebook,13.3,8,Windows 10,1.4,1150,Quad HD+,3200,1800,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Spectre 13-V111dx,Ultrabook,13.3,8,Windows 10,1.11,1349,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Aspire ES1-533,Notebook,15.6,4,Windows 10,2.4,380,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505,0,HDD,4th Gen,Low
Rog GL553VE-DS74,Gaming,15.6,16,Windows 10,2.5,1799,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,0,Mixed,7th Gen,Premium
EliteBook 840,Ultrabook,14,8,Windows 10,1.48,2089,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Nitro 5,Gaming,15.6,8,Windows 10,2.7,1260,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
ENVY -,Notebook,13.3,8,Windows 10,1.34,1189,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Vostro 3568,Notebook,15.6,4,Windows 10,2.18,547,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Low
Probook 440,Notebook,14,4,Windows 10,1.64,779,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
Portege Z30-C-16H,Notebook,13.3,4,Windows 10,1.2,1195,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
EliteBook 840,Notebook,14,4,Windows 10,1.48,1100,Standard,1366,768,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
ProBook 640,Notebook,14,4,Windows 10,1.95,1205,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
EliteBook 1040,Ultrabook,14,8,Windows 7,1.43,1449,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
ProBook 440,Notebook,14,8,Windows 10,1.64,1049,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,7th Gen,High
Probook 440,Notebook,14,4,Windows 10,1.64,684,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
Inspiron 7567,Gaming,15.6,8,Windows 10,2.65,949,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050,0,Unknown,7th Gen,Mid
EliteBook 820,Ultrabook,12.5,4,Windows 10,1.26,1539,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Premium
Elitebook 840,Notebook,14,4,Windows 10,1.48,1590,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
EliteBook 840,Ultrabook,14,8,Windows 10,1.54,1887,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Probook 430,Notebook,13.3,4,Windows 10,1.49,800,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
Portege A30-C-1CZ,Notebook,13.3,8,Windows 10,1.5,1210,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
ProBook 450,Notebook,15.6,4,Windows 10,2.04,770,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
ThinkPad P70,Notebook,17.3,16,Windows 7,2.4,2968,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro 3000M,0,SSD,6th Gen,Premium
Tecra Z40-C-12Z,Notebook,14,8,Windows 10,1.47,1490,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
EliteBook 1040,Notebook,14,8,Windows 10,1.43,2229,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Inspiron 5568,2 in 1 Convertible,15.6,4,Windows 10,2.08,796,Full HD,1920,1080,Yes,Yes,No,Intel,2.3,Core i3 6100U,1024,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
Portégé Z30-C-16K,Ultrabook,13.3,8,Windows 10,1.2,1590,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Spectre 13-V100nv,Notebook,13.3,8,Windows 10,1.11,1149,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
ProBook 440,Notebook,14,8,Windows 10,1.64,1185,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,7th Gen,High
Latitude E5570,Notebook,15.6,8,Windows 10,2.09,1046,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,High
Elitebook 820,Ultrabook,12.5,4,Windows 10,1.26,1559,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
ProBook 650,Notebook,14,4,Windows 10,2.31,1189,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,High
ProBook 640,Notebook,14,4,Windows 10,1.95,1060,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,High
XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1624,Quad HD+,3200,1800,Yes,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Probook 470,Notebook,17.3,8,Windows 10,2.63,1080,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX,0,SSD,7th Gen,High
ProBook 440,Notebook,14,4,Windows 10,1.64,973,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
Aspire 3,Notebook,15.6,6,Windows 10,2.1,409,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5,0,HDD,9th Gen,Low
GL72M 7RDX,Gaming,17.3,8,Windows 10,2.7,1192,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,0,Mixed,7th Gen,High
Probook 640,Notebook,14,8,Windows 7,1.95,1195,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1229,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
EliteBook 820,Ultrabook,12.5,8,Windows 10,1.26,1349,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
ProBook 450,Notebook,15.6,4,Windows 10,2.04,742,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Mid
Tecra Z40-C-136,Ultrabook,14,8,Windows 10,1.47,1725,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Latitude E5570,Notebook,15.6,8,Windows 7,2.09,1063,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
ProBook 440,Notebook,14,8,Windows 10,1.64,1011,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,1.8,847,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
V142 (X5-Z8350/2GB/32GB/W10),Notebook,14,2,Windows 10,1.45,211,Standard,1366,768,No,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,8th Gen,Low
Tecra A50-C-218,Notebook,15.6,16,Windows 10,2.4,1425,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M,0,SSD,6th Gen,High
Thinkpad L560,Notebook,15.6,8,Windows 10,2.3,1050,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
EliteBook 840,Notebook,14,4,Windows 10,1.54,1000,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,High
EliteBook 850,Notebook,15.6,8,Windows 10,1.84,2103,Full HD,1920,1080,No,No,No,Intel,2.4,Core i5 6300U,256,500,SSD,HDD,Intel,HD Graphics 520,0,Mixed,6th Gen,Premium
EliteBook 1040,Notebook,14,8,Windows 7,1.43,1469,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,1546,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M,0,Mixed,6th Gen,Premium
IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2290,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M,0,Mixed,6th Gen,Premium
Chromebook C202SA,Netbook,11.6,4,Chrome OS,1.2,288,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,3th Gen,Low
ThinkPad X1,Notebook,14,16,Windows 7,1.1,2620,Standard,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
Noteb Pav,Notebook,15.6,8,Windows 10,1.91,979,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,0,HDD,7th Gen,Mid
Inspiron 5578,2 in 1 Convertible,15.6,8,Windows 10,2.3,1094,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
ProBook 450,Notebook,15.6,4,Windows 10,2.04,979,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
XPS 13,Ultrabook,13.3,16,Windows 10,1.2,2254,Quad HD+,3200,1800,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
ProBook 650,Notebook,15.6,4,Windows 10,2.31,705,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
250 G5,Notebook,15.6,4,No OS,1.96,499,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,0,HDD,7th Gen,Low
Aspire ES1-523,Notebook,15.6,8,Windows 10,2.4,449,Standard,1366,768,No,No,No,AMD,2.2,A8-Series 7410,1024,0,HDD,No,AMD,Radeon R5,0,HDD,7th Gen,Low
Inspiron 7378,2 in 1 Convertible,13.3,12,Windows 10,1.6,1299,Full HD,1920,1080,Yes,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
GT62VR 6RD,Gaming,15.6,16,Windows 10,2.94,1819,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,6th Gen,Premium
ProBook 450,Notebook,15.6,8,Windows 10,2.04,1070,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
Rog G752VL-GC088D,Gaming,17.3,16,No OS,4,998,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 965M,0,HDD,6th Gen,Mid
Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,559,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics,0,HDD,7th Gen,Low
Inspiron 5567,Notebook,15.6,16,Windows 10,2.32,990,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,AMD,Radeon R7 M445,0,HDD,7th Gen,Mid
GS63VR 6RF,Gaming,15.6,16,Windows 10,1.8,1929,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,0,Mixed,6th Gen,Premium
XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1458,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
ROG G701VO,Gaming,17.3,64,Windows 10,3.58,3975,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,1024,0,SSD,No,Nvidia,GeForce GTX 980 ,0,SSD,6th Gen,Premium
Inspiron 5368,2 in 1 Convertible,13.3,8,Windows 10,1.62,798,Full HD,1920,1080,Yes,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Mid
Alienware 15,Gaming,15.6,16,Windows 10,3.21,1329,4K Ultra HD,3840,2160,No,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M,0,Mixed,6th Gen,High
"MacBook 12""",Ultrabook,12,8,Mac OS X,0.92,1300,Standard,2304,1440,No,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515,0,Unknown,Unknown,High
Latitude 3570,Notebook,15.6,4,Windows 10,2.06,482,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
ProBook 650,Notebook,15.6,4,Windows 10,2.31,1199,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,High
EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,1199,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
ProBook 430,Notebook,13.3,8,Windows 10,1.49,1090,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,High
ThinkPad Yoga,Ultrabook,12.5,8,Windows 10,1.3,1713,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,Premium
IdeaPad 300-17ISK,Notebook,17.3,8,Windows 10,3,659,Standard,1600,900,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330,0,HDD,6th Gen,Mid
Ideapad 700-15ISK,Notebook,15.6,4,Windows 10,2.3,977,Full HD,1920,1080,No,Yes,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M,0,HDD,6th Gen,Mid
GT72VR Dominator,Gaming,17.3,16,Windows 10,3.78,2499,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,0,Mixed,7th Gen,Premium
V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,540,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Low
Probook 650,Notebook,15.6,4,Windows 7,2.31,940,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,Mid
Yoga 900S-12ISK,Ultrabook,12.5,8,Windows 10,0.99,1399,Standard,2560,1440,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,0,SSD,Unknown,High
IdeaPad Y900-17ISK,Gaming,17.3,32,Windows 10,4.6,3240,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HK,512,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M,0,SSD,6th Gen,Premium
Yoga Book,2 in 1 Convertible,10.1,4,Windows 10,0.69,646,Standard,1920,1200,Yes,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400,0,Unknown,8th Gen,Mid
Spectre x360,Ultrabook,13.3,16,Windows 10,1.3,2049,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Premium
Vostro 3568,Notebook,15.6,8,Windows 10,2.18,750,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,0,SSD,7th Gen,Mid
EliteBook 840,Notebook,14,4,Windows 7,1.54,1031,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,0,HDD,6th Gen,High
ZBook 15u,Workstation,15.6,8,Windows 7,1.9,1495,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,AMD,FirePro W4190M,0,SSD,6th Gen,High
ThinkPad T460,Notebook,14,8,Windows 7,1.7,1199,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520,0,SSD,6th Gen,High
Chromebook 13,Notebook,13.3,4,Chrome OS,1.29,615,Quad HD+,3200,1800,No,No,No,Intel,1.5,Pentium Dual Core 4405Y,32,0,Flash Storage,No,Intel,HD Graphics 515,0,Unknown,4th Gen,Mid
